100,1,0.00580381
100,2,0.00445136
100,4,0.00362192
100,8,0.00426091
100,16,0.00584924
500,1,0.140341
500,2,0.0987967
500,4,0.0755097
500,8,0.0661202
500,16,0.0671194
1000,1,0.643496
1000,2,0.521679
1000,4,0.480289
1000,8,0.355736
1000,16,0.322001
5000,1,16.8446
5000,2,13.1598
5000,4,16.3724
5000,8,9.14642
5000,16,9.43446
10000,1,69.9843
10000,2,54.4841
10000,4,39.7587
10000,8,40.0419
10000,16,37.0942
